"Date","RFID","Species","Sex","sumvisits","nightlows"
2019-02-06,"0110173FFA","DOWO","M",101,-13.2777777777778
2019-02-07,"0110173FFA","DOWO","M",67,-15.6111111111111
2019-02-09,"0110173FFA","DOWO","M",73,-12.2222222222222
2019-02-10,"0110173FFA","DOWO","M",190,-3.27777777777778
2019-02-11,"0110173FFA","DOWO","M",77,-3.27777777777778
2019-02-12,"0110173FFA","DOWO","M",85,-8.27777777777778
2019-02-13,"0110173FFA","DOWO","M",80,-9.38888888888889
2019-02-14,"0110173FFA","DOWO","M",78,-11.7222222222222
2019-02-15,"0110173FFA","DOWO","M",88,-13.2777777777778
2019-02-16,"0110173FFA","DOWO","M",81,-16.7222222222222
2019-02-17,"0110173FFA","DOWO","M",75,-10
2019-02-18,"0110173FFA","DOWO","M",97,-13.2777777777778
2019-02-19,"0110173FFA","DOWO","M",93,-16.1111111111111
2019-02-20,"0110173FFA","DOWO","M",29,-9.38888888888889
2019-02-21,"0110173FFA","DOWO","M",49,-18.8888888888889
2019-02-22,"0110173FFA","DOWO","M",86,-6.72222222222222
2019-02-23,"0110173FFA","DOWO","M",45,-5
2019-02-24,"0110173FFA","DOWO","M",17,-17.7777777777778
2019-02-25,"0110173FFA","DOWO","M",40,-21.7222222222222
2019-02-26,"0110173FFA","DOWO","M",108,-16.1111111111111
2019-02-27,"0110173FFA","DOWO","M",101,-15.6111111111111
2019-02-28,"0110173FFA","DOWO","M",62,-13.8888888888889
2019-03-01,"0110173FFA","DOWO","M",37,-12.7777777777778
2019-03-02,"0110173FFA","DOWO","M",76,-13.2777777777778
2019-03-03,"0110173FFA","DOWO","M",101,-21.1111111111111
2019-03-04,"0110173FFA","DOWO","M",91,-22.2222222222222
2019-03-05,"0110173FFA","DOWO","M",91,-13.2777777777778
2019-03-06,"0110173FFA","DOWO","M",42,-17.2222222222222
2019-03-07,"0110173FFA","DOWO","M",64,-3.88888888888889
2019-03-08,"0110173FFA","DOWO","M",68,-11.7222222222222
2019-03-09,"0110173FFA","DOWO","M",60,-1.11111111111111
2019-01-26,"01101747D3","WBNU","F",67,-6.72222222222222
2019-01-27,"01101747D3","WBNU","F",16,-6.72222222222222
2019-01-29,"01101747D3","WBNU","F",70,-18.8888888888889
2019-01-30,"01101747D3","WBNU","F",118,-22.2222222222222
2019-01-31,"01101747D3","WBNU","F",242,-17.7777777777778
2019-02-01,"01101747D3","WBNU","F",137,-11.7222222222222
2019-02-02,"01101747D3","WBNU","F",151,1.11111111111111
2019-02-03,"01101747D3","WBNU","F",102,-1.11111111111111
2019-02-04,"01101747D3","WBNU","F",125,-12.2222222222222
2019-02-05,"01101747D3","WBNU","F",118,-13.2777777777778
2019-02-06,"01101747D3","WBNU","F",185,-13.2777777777778
2019-02-07,"01101747D3","WBNU","F",102,-15.6111111111111
2019-02-09,"01101747D3","WBNU","F",4,-12.2222222222222
2019-02-11,"01101747D3","WBNU","F",61,-3.27777777777778
2019-02-12,"01101747D3","WBNU","F",96,-8.27777777777778
2019-02-13,"01101747D3","WBNU","F",69,-9.38888888888889
2019-02-14,"01101747D3","WBNU","F",49,-11.7222222222222
2019-02-15,"01101747D3","WBNU","F",17,-13.2777777777778
2019-02-16,"01101747D3","WBNU","F",150,-16.7222222222222
2019-02-17,"01101747D3","WBNU","F",177,-10
2019-02-18,"01101747D3","WBNU","F",128,-13.2777777777778
2019-02-19,"01101747D3","WBNU","F",149,-16.1111111111111
2019-02-20,"01101747D3","WBNU","F",32,-9.38888888888889
2019-02-22,"01101747D3","WBNU","F",79,-6.72222222222222
2019-02-23,"01101747D3","WBNU","F",75,-5
2019-02-24,"01101747D3","WBNU","F",90,-17.7777777777778
2019-02-25,"01101747D3","WBNU","F",139,-21.7222222222222
2019-02-26,"01101747D3","WBNU","F",188,-16.1111111111111
2019-02-27,"01101747D3","WBNU","F",205,-15.6111111111111
2019-02-28,"01101747D3","WBNU","F",85,-13.8888888888889
2019-03-01,"01101747D3","WBNU","F",19,-12.7777777777778
2019-03-02,"01101747D3","WBNU","F",94,-13.2777777777778
2019-03-03,"01101747D3","WBNU","F",176,-21.1111111111111
2019-03-04,"01101747D3","WBNU","F",149,-22.2222222222222
2019-03-06,"01101747D3","WBNU","F",5,-17.2222222222222
2019-03-07,"01101747D3","WBNU","F",58,-3.88888888888889
2019-03-08,"01101747D3","WBNU","F",66,-11.7222222222222
2019-01-26,"01101748C7","DOWO","F",119,-6.72222222222222
2019-01-27,"01101748C7","DOWO","F",15,-6.72222222222222
2019-01-28,"01101748C7","DOWO","F",9,-10.6111111111111
2019-01-29,"01101748C7","DOWO","F",68,-18.8888888888889
2019-01-30,"01101748C7","DOWO","F",244,-22.2222222222222
2019-01-31,"01101748C7","DOWO","F",185,-17.7777777777778
2019-02-01,"01101748C7","DOWO","F",138,-11.7222222222222
2019-02-02,"01101748C7","DOWO","F",113,1.11111111111111
2019-02-03,"01101748C7","DOWO","F",97,-1.11111111111111
2019-02-04,"01101748C7","DOWO","F",56,-12.2222222222222
2019-02-05,"01101748C7","DOWO","F",124,-13.2777777777778
2019-02-06,"01101748C7","DOWO","F",206,-13.2777777777778
2019-02-07,"01101748C7","DOWO","F",163,-15.6111111111111
2019-02-09,"01101748C7","DOWO","F",4,-12.2222222222222
2019-02-11,"01101748C7","DOWO","F",57,-3.27777777777778
2019-02-12,"01101748C7","DOWO","F",110,-8.27777777777778
2019-02-13,"01101748C7","DOWO","F",118,-9.38888888888889
2019-02-14,"01101748C7","DOWO","F",46,-11.7222222222222
2019-02-15,"01101748C7","DOWO","F",28,-13.2777777777778
2019-02-16,"01101748C7","DOWO","F",95,-16.7222222222222
2019-02-17,"01101748C7","DOWO","F",174,-10
2019-02-18,"01101748C7","DOWO","F",154,-13.2777777777778
2019-02-19,"01101748C7","DOWO","F",200,-16.1111111111111
2019-02-20,"01101748C7","DOWO","F",64,-9.38888888888889
2019-02-21,"01101748C7","DOWO","F",12,-18.8888888888889
2019-02-22,"01101748C7","DOWO","F",63,-6.72222222222222
2019-02-23,"01101748C7","DOWO","F",194,-5
2019-02-24,"01101748C7","DOWO","F",120,-17.7777777777778
2019-02-25,"01101748C7","DOWO","F",187,-21.7222222222222
2019-02-26,"01101748C7","DOWO","F",220,-16.1111111111111
2019-02-27,"01101748C7","DOWO","F",179,-15.6111111111111
2019-02-28,"01101748C7","DOWO","F",139,-13.8888888888889
2019-03-01,"01101748C7","DOWO","F",68,-12.7777777777778
2019-03-02,"01101748C7","DOWO","F",203,-13.2777777777778
2019-03-03,"01101748C7","DOWO","F",221,-21.1111111111111
2019-03-04,"01101748C7","DOWO","F",254,-22.2222222222222
2019-03-05,"01101748C7","DOWO","F",161,-13.2777777777778
2019-03-06,"01101748C7","DOWO","F",189,-17.2222222222222
2019-03-07,"01101748C7","DOWO","F",178,-3.88888888888889
2019-03-08,"01101748C7","DOWO","F",195,-11.7222222222222
2019-03-09,"01101748C7","DOWO","F",180,-1.11111111111111
2019-01-26,"0110174B57","WBNU","F",59,-6.72222222222222
2019-01-27,"0110174B57","WBNU","F",30,-6.72222222222222
2019-01-29,"0110174B57","WBNU","F",54,-18.8888888888889
2019-01-30,"0110174B57","WBNU","F",87,-22.2222222222222
2019-01-31,"0110174B57","WBNU","F",105,-17.7777777777778
2019-02-01,"0110174B57","WBNU","F",192,-11.7222222222222
2019-02-02,"0110174B57","WBNU","F",111,1.11111111111111
2019-02-03,"0110174B57","WBNU","F",121,-1.11111111111111
2019-02-04,"0110174B57","WBNU","F",36,-12.2222222222222
2019-02-05,"0110174B57","WBNU","F",58,-13.2777777777778
2019-02-06,"0110174B57","WBNU","F",124,-13.2777777777778
2019-02-07,"0110174B57","WBNU","F",80,-15.6111111111111
2019-02-11,"0110174B57","WBNU","F",70,-3.27777777777778
2019-02-12,"0110174B57","WBNU","F",78,-8.27777777777778
2019-02-13,"0110174B57","WBNU","F",74,-9.38888888888889
2019-02-14,"0110174B57","WBNU","F",24,-11.7222222222222
2019-02-15,"0110174B57","WBNU","F",2,-13.2777777777778
2019-02-16,"0110174B57","WBNU","F",84,-16.7222222222222
2019-02-17,"0110174B57","WBNU","F",119,-10
2019-02-18,"0110174B57","WBNU","F",75,-13.2777777777778
2019-02-19,"0110174B57","WBNU","F",113,-16.1111111111111
2019-02-20,"0110174B57","WBNU","F",39,-9.38888888888889
2019-02-21,"0110174B57","WBNU","F",2,-18.8888888888889
2019-02-22,"0110174B57","WBNU","F",47,-6.72222222222222
2019-02-23,"0110174B57","WBNU","F",79,-5
2019-02-24,"0110174B57","WBNU","F",117,-17.7777777777778
2019-02-25,"0110174B57","WBNU","F",89,-21.7222222222222
2019-02-26,"0110174B57","WBNU","F",108,-16.1111111111111
2019-02-27,"0110174B57","WBNU","F",140,-15.6111111111111
2019-02-28,"0110174B57","WBNU","F",89,-13.8888888888889
2019-03-01,"0110174B57","WBNU","F",11,-12.7777777777778
2019-03-02,"0110174B57","WBNU","F",54,-13.2777777777778
2019-03-03,"0110174B57","WBNU","F",103,-21.1111111111111
2019-03-04,"0110174B57","WBNU","F",124,-22.2222222222222
2019-03-06,"0110174B57","WBNU","F",2,-17.2222222222222
2019-03-07,"0110174B57","WBNU","F",30,-3.88888888888889
2019-03-08,"0110174B57","WBNU","F",77,-11.7222222222222
2019-01-26,"0110175F3E","WBNU","F",88,-6.72222222222222
2019-01-27,"0110175F3E","WBNU","F",107,-6.72222222222222
2019-01-28,"0110175F3E","WBNU","F",68,-10.6111111111111
2019-01-29,"0110175F3E","WBNU","F",63,-18.8888888888889
2019-01-30,"0110175F3E","WBNU","F",85,-22.2222222222222
2019-02-01,"0110175F3E","WBNU","F",26,-11.7222222222222
2019-02-04,"0110175F3E","WBNU","F",28,-12.2222222222222
2019-02-14,"0110175F3E","WBNU","F",12,-11.7222222222222
2019-02-15,"0110175F3E","WBNU","F",63,-13.2777777777778
2019-02-16,"0110175F3E","WBNU","F",7,-16.7222222222222
2019-02-19,"0110175F3E","WBNU","F",19,-16.1111111111111
2019-02-20,"0110175F3E","WBNU","F",33,-9.38888888888889
2019-02-21,"0110175F3E","WBNU","F",15,-18.8888888888889
2019-02-22,"0110175F3E","WBNU","F",7,-6.72222222222222
2019-02-24,"0110175F3E","WBNU","F",4,-17.7777777777778
2019-02-25,"0110175F3E","WBNU","F",16,-21.7222222222222
2019-02-28,"0110175F3E","WBNU","F",50,-13.8888888888889
2019-03-01,"0110175F3E","WBNU","F",87,-12.7777777777778
2019-03-02,"0110175F3E","WBNU","F",12,-13.2777777777778
2019-03-03,"0110175F3E","WBNU","F",8,-21.1111111111111
2019-03-05,"0110175F3E","WBNU","F",34,-13.2777777777778
2019-03-06,"0110175F3E","WBNU","F",51,-17.2222222222222
2019-03-07,"0110175F3E","WBNU","F",43,-3.88888888888889
2019-03-08,"0110175F3E","WBNU","F",31,-11.7222222222222
2019-01-29,"0700EDA0C9","DOWO","M",63,-18.8888888888889
2019-01-30,"0700EDA0C9","DOWO","M",189,-22.2222222222222
2019-01-31,"0700EDA0C9","DOWO","M",120,-17.7777777777778
2019-02-01,"0700EDA0C9","DOWO","M",136,-11.7222222222222
2019-02-02,"0700EDA0C9","DOWO","M",119,1.11111111111111
2019-02-03,"0700EDA0C9","DOWO","M",113,-1.11111111111111
2019-02-04,"0700EDA0C9","DOWO","M",48,-12.2222222222222
2019-02-05,"0700EDA0C9","DOWO","M",81,-13.2777777777778
2019-02-06,"0700EDA0C9","DOWO","M",142,-13.2777777777778
2019-02-07,"0700EDA0C9","DOWO","M",145,-15.6111111111111
2019-02-11,"0700EDA0C9","DOWO","M",27,-3.27777777777778
2019-02-12,"0700EDA0C9","DOWO","M",79,-8.27777777777778
2019-02-13,"0700EDA0C9","DOWO","M",110,-9.38888888888889
2019-02-14,"0700EDA0C9","DOWO","M",52,-11.7222222222222
2019-02-15,"0700EDA0C9","DOWO","M",21,-13.2777777777778
2019-02-16,"0700EDA0C9","DOWO","M",102,-16.7222222222222
2019-02-17,"0700EDA0C9","DOWO","M",145,-10
2019-02-18,"0700EDA0C9","DOWO","M",157,-13.2777777777778
2019-02-19,"0700EDA0C9","DOWO","M",170,-16.1111111111111
2019-02-20,"0700EDA0C9","DOWO","M",6,-9.38888888888889
2019-02-22,"0700EDA0C9","DOWO","M",26,-6.72222222222222
2019-02-23,"0700EDA0C9","DOWO","M",144,-5
2019-02-24,"0700EDA0C9","DOWO","M",18,-17.7777777777778
2019-02-25,"0700EDA0C9","DOWO","M",5,-21.7222222222222
2019-02-26,"0700EDA0C9","DOWO","M",65,-16.1111111111111
2019-02-27,"0700EDA0C9","DOWO","M",120,-15.6111111111111
2019-03-01,"0700EDA0C9","DOWO","M",18,-12.7777777777778
2019-03-02,"0700EDA0C9","DOWO","M",93,-13.2777777777778
2019-03-03,"0700EDA0C9","DOWO","M",182,-21.1111111111111
2019-03-04,"0700EDA0C9","DOWO","M",180,-22.2222222222222
2019-03-05,"0700EDA0C9","DOWO","M",11,-13.2777777777778
2019-03-06,"0700EDA0C9","DOWO","M",35,-17.2222222222222
2019-03-07,"0700EDA0C9","DOWO","M",33,-3.88888888888889
2019-03-08,"0700EDA0C9","DOWO","M",15,-11.7222222222222
2019-01-27,"0700EDE823","DOWO","F",41,-6.72222222222222
2019-01-28,"0700EDE823","DOWO","F",10,-10.6111111111111
2019-01-29,"0700EDE823","DOWO","F",43,-18.8888888888889
2019-01-30,"0700EDE823","DOWO","F",55,-22.2222222222222
2019-01-31,"0700EDE823","DOWO","F",75,-17.7777777777778
2019-02-01,"0700EDE823","DOWO","F",48,-11.7222222222222
2019-02-02,"0700EDE823","DOWO","F",3,1.11111111111111
2019-02-04,"0700EDE823","DOWO","F",42,-12.2222222222222
2019-02-05,"0700EDE823","DOWO","F",29,-13.2777777777778
2019-02-06,"0700EDE823","DOWO","F",9,-13.2777777777778
2019-02-07,"0700EDE823","DOWO","F",45,-15.6111111111111
2019-02-09,"0700EDE823","DOWO","F",39,-12.2222222222222
2019-02-10,"0700EDE823","DOWO","F",33,-3.27777777777778
2019-02-11,"0700EDE823","DOWO","F",23,-3.27777777777778
2019-02-12,"0700EDE823","DOWO","F",5,-8.27777777777778
2019-02-13,"0700EDE823","DOWO","F",41,-9.38888888888889
2019-02-14,"0700EDE823","DOWO","F",32,-11.7222222222222
2019-02-15,"0700EDE823","DOWO","F",19,-13.2777777777778
2019-02-16,"0700EDE823","DOWO","F",34,-16.7222222222222
2019-02-17,"0700EDE823","DOWO","F",18,-10
2019-02-18,"0700EDE823","DOWO","F",52,-13.2777777777778
2019-02-19,"0700EDE823","DOWO","F",4,-16.1111111111111
2019-02-20,"0700EDE823","DOWO","F",30,-9.38888888888889
2019-02-21,"0700EDE823","DOWO","F",44,-18.8888888888889
2019-02-22,"0700EDE823","DOWO","F",13,-6.72222222222222
2019-02-24,"0700EDE823","DOWO","F",12,-17.7777777777778
2019-02-25,"0700EDE823","DOWO","F",68,-21.7222222222222
2019-02-26,"0700EDE823","DOWO","F",72,-16.1111111111111
2019-02-27,"0700EDE823","DOWO","F",13,-15.6111111111111
2019-02-28,"0700EDE823","DOWO","F",8,-13.8888888888889
2019-03-01,"0700EDE823","DOWO","F",3,-12.7777777777778
2019-03-02,"0700EDE823","DOWO","F",5,-13.2777777777778
2019-03-05,"0700EDE823","DOWO","F",1,-13.2777777777778
2019-03-06,"0700EDE823","DOWO","F",2,-17.2222222222222
2019-01-27,"0700EDFFDB","DOWO","M",11,-6.72222222222222
2019-01-28,"0700EDFFDB","DOWO","M",1,-10.6111111111111
2019-02-15,"0700EDFFDB","DOWO","M",1,-13.2777777777778
2019-02-16,"0700EDFFDB","DOWO","M",8,-16.7222222222222
2019-02-18,"0700EDFFDB","DOWO","M",19,-13.2777777777778
2019-02-19,"0700EDFFDB","DOWO","M",24,-16.1111111111111
2019-02-20,"0700EDFFDB","DOWO","M",44,-9.38888888888889
2019-02-21,"0700EDFFDB","DOWO","M",3,-18.8888888888889
2019-02-24,"0700EDFFDB","DOWO","M",79,-17.7777777777778
2019-02-25,"0700EDFFDB","DOWO","M",142,-21.7222222222222
2019-02-26,"0700EDFFDB","DOWO","M",80,-16.1111111111111
2019-02-27,"0700EDFFDB","DOWO","M",164,-15.6111111111111
2019-02-28,"0700EDFFDB","DOWO","M",72,-13.8888888888889
2019-03-01,"0700EDFFDB","DOWO","M",66,-12.7777777777778
2019-03-02,"0700EDFFDB","DOWO","M",57,-13.2777777777778
2019-03-03,"0700EDFFDB","DOWO","M",114,-21.1111111111111
2019-03-04,"0700EDFFDB","DOWO","M",17,-22.2222222222222
2019-03-05,"0700EDFFDB","DOWO","M",34,-13.2777777777778
2019-03-06,"0700EDFFDB","DOWO","M",30,-17.2222222222222
2019-03-07,"0700EDFFDB","DOWO","M",21,-3.88888888888889
2019-03-08,"0700EDFFDB","DOWO","M",58,-11.7222222222222
2019-01-26,"0700EE08C5","DOWO","M",66,-6.72222222222222
2019-01-27,"0700EE08C5","DOWO","M",60,-6.72222222222222
2019-01-28,"0700EE08C5","DOWO","M",36,-10.6111111111111
2019-01-29,"0700EE08C5","DOWO","M",68,-18.8888888888889
2019-01-30,"0700EE08C5","DOWO","M",81,-22.2222222222222
2019-02-01,"0700EE08C5","DOWO","M",24,-11.7222222222222
2019-02-04,"0700EE08C5","DOWO","M",24,-12.2222222222222
2019-02-14,"0700EE08C5","DOWO","M",8,-11.7222222222222
2019-02-15,"0700EE08C5","DOWO","M",61,-13.2777777777778
2019-02-16,"0700EE08C5","DOWO","M",15,-16.7222222222222
2019-02-18,"0700EE08C5","DOWO","M",3,-13.2777777777778
2019-02-19,"0700EE08C5","DOWO","M",60,-16.1111111111111
2019-02-20,"0700EE08C5","DOWO","M",94,-9.38888888888889
2019-02-21,"0700EE08C5","DOWO","M",74,-18.8888888888889
2019-02-22,"0700EE08C5","DOWO","M",7,-6.72222222222222
2019-02-24,"0700EE08C5","DOWO","M",8,-17.7777777777778
2019-02-25,"0700EE08C5","DOWO","M",22,-21.7222222222222
2019-02-26,"0700EE08C5","DOWO","M",6,-16.1111111111111
2019-02-27,"0700EE08C5","DOWO","M",4,-15.6111111111111
2019-02-28,"0700EE08C5","DOWO","M",22,-13.8888888888889
2019-03-01,"0700EE08C5","DOWO","M",39,-12.7777777777778
2019-03-02,"0700EE08C5","DOWO","M",6,-13.2777777777778
2019-03-03,"0700EE08C5","DOWO","M",31,-21.1111111111111
2019-03-05,"0700EE08C5","DOWO","M",26,-13.2777777777778
2019-03-06,"0700EE08C5","DOWO","M",54,-17.2222222222222
2019-03-07,"0700EE08C5","DOWO","M",53,-3.88888888888889
2019-03-08,"0700EE08C5","DOWO","M",17,-11.7222222222222
2019-01-27,"0700EE1540","DOWO","M",3,-6.72222222222222
2019-01-28,"0700EE1540","DOWO","M",9,-10.6111111111111
2019-01-29,"0700EE1540","DOWO","M",18,-18.8888888888889
2019-01-30,"0700EE1540","DOWO","M",69,-22.2222222222222
2019-01-31,"0700EE1540","DOWO","M",43,-17.7777777777778
2019-02-01,"0700EE1540","DOWO","M",35,-11.7222222222222
2019-02-04,"0700EE1540","DOWO","M",8,-12.2222222222222
2019-02-05,"0700EE1540","DOWO","M",35,-13.2777777777778
2019-02-06,"0700EE1540","DOWO","M",23,-13.2777777777778
2019-02-07,"0700EE1540","DOWO","M",107,-15.6111111111111
2019-02-09,"0700EE1540","DOWO","M",8,-12.2222222222222
2019-02-10,"0700EE1540","DOWO","M",26,-3.27777777777778
2019-02-11,"0700EE1540","DOWO","M",53,-3.27777777777778
2019-02-12,"0700EE1540","DOWO","M",15,-8.27777777777778
2019-02-14,"0700EE1540","DOWO","M",8,-11.7222222222222
2019-02-15,"0700EE1540","DOWO","M",20,-13.2777777777778
2019-02-16,"0700EE1540","DOWO","M",48,-16.7222222222222
2019-02-17,"0700EE1540","DOWO","M",9,-10
2019-02-18,"0700EE1540","DOWO","M",15,-13.2777777777778
2019-02-19,"0700EE1540","DOWO","M",17,-16.1111111111111
2019-02-20,"0700EE1540","DOWO","M",14,-9.38888888888889
2019-02-21,"0700EE1540","DOWO","M",41,-18.8888888888889
2019-02-22,"0700EE1540","DOWO","M",28,-6.72222222222222
2019-02-23,"0700EE1540","DOWO","M",36,-5
2019-02-26,"0700EE1540","DOWO","M",38,-16.1111111111111
2019-02-27,"0700EE1540","DOWO","M",12,-15.6111111111111
2019-03-01,"0700EE1540","DOWO","M",2,-12.7777777777778
2019-03-03,"0700EE1540","DOWO","M",53,-21.1111111111111
2019-03-04,"0700EE1540","DOWO","M",3,-22.2222222222222
2019-03-05,"0700EE1540","DOWO","M",1,-13.2777777777778
2019-01-26,"0700EE1ECE","DOWO","F",89,-6.72222222222222
2019-01-27,"0700EE1ECE","DOWO","F",88,-6.72222222222222
2019-01-28,"0700EE1ECE","DOWO","F",92,-10.6111111111111
2019-01-29,"0700EE1ECE","DOWO","F",122,-18.8888888888889
2019-01-30,"0700EE1ECE","DOWO","F",102,-22.2222222222222
2019-01-31,"0700EE1ECE","DOWO","F",6,-17.7777777777778
2019-02-01,"0700EE1ECE","DOWO","F",37,-11.7222222222222
2019-02-04,"0700EE1ECE","DOWO","F",26,-12.2222222222222
2019-02-09,"0700EE1ECE","DOWO","F",2,-12.2222222222222
2019-02-10,"0700EE1ECE","DOWO","F",6,-3.27777777777778
2019-02-11,"0700EE1ECE","DOWO","F",142,-3.27777777777778
2019-02-13,"0700EE1ECE","DOWO","F",123,-9.38888888888889
2019-02-14,"0700EE1ECE","DOWO","F",13,-11.7222222222222
2019-02-15,"0700EE1ECE","DOWO","F",143,-13.2777777777778
2019-02-16,"0700EE1ECE","DOWO","F",92,-16.7222222222222
2019-02-17,"0700EE1ECE","DOWO","F",14,-10
2019-02-18,"0700EE1ECE","DOWO","F",54,-13.2777777777778
2019-02-19,"0700EE1ECE","DOWO","F",120,-16.1111111111111
2019-02-20,"0700EE1ECE","DOWO","F",63,-9.38888888888889
2019-02-21,"0700EE1ECE","DOWO","F",162,-18.8888888888889
2019-02-22,"0700EE1ECE","DOWO","F",119,-6.72222222222222
2019-02-23,"0700EE1ECE","DOWO","F",79,-5
2019-02-24,"0700EE1ECE","DOWO","F",15,-17.7777777777778
2019-02-25,"0700EE1ECE","DOWO","F",71,-21.7222222222222
2019-02-26,"0700EE1ECE","DOWO","F",18,-16.1111111111111
2019-02-27,"0700EE1ECE","DOWO","F",15,-15.6111111111111
2019-02-28,"0700EE1ECE","DOWO","F",16,-13.8888888888889
2019-03-01,"0700EE1ECE","DOWO","F",52,-12.7777777777778
2019-03-02,"0700EE1ECE","DOWO","F",23,-13.2777777777778
2019-03-03,"0700EE1ECE","DOWO","F",34,-21.1111111111111
2019-03-05,"0700EE1ECE","DOWO","F",22,-13.2777777777778
2019-03-06,"0700EE1ECE","DOWO","F",47,-17.2222222222222
2019-03-07,"0700EE1ECE","DOWO","F",34,-3.88888888888889
2019-03-08,"0700EE1ECE","DOWO","F",101,-11.7222222222222
2019-01-26,"0700EE257D","WBNU","F",199,-6.72222222222222
2019-01-27,"0700EE257D","WBNU","F",205,-6.72222222222222
2019-01-28,"0700EE257D","WBNU","F",158,-10.6111111111111
2019-01-29,"0700EE257D","WBNU","F",158,-18.8888888888889
2019-01-30,"0700EE257D","WBNU","F",180,-22.2222222222222
2019-01-31,"0700EE257D","WBNU","F",119,-17.7777777777778
2019-02-01,"0700EE257D","WBNU","F",128,-11.7222222222222
2019-02-04,"0700EE257D","WBNU","F",168,-12.2222222222222
2019-02-05,"0700EE257D","WBNU","F",144,-13.2777777777778
2019-02-06,"0700EE257D","WBNU","F",124,-13.2777777777778
2019-02-07,"0700EE257D","WBNU","F",90,-15.6111111111111
2019-02-09,"0700EE257D","WBNU","F",237,-12.2222222222222
2019-02-10,"0700EE257D","WBNU","F",247,-3.27777777777778
2019-02-11,"0700EE257D","WBNU","F",139,-3.27777777777778
2019-02-12,"0700EE257D","WBNU","F",203,-8.27777777777778
2019-02-13,"0700EE257D","WBNU","F",217,-9.38888888888889
2019-02-14,"0700EE257D","WBNU","F",63,-11.7222222222222
2019-02-15,"0700EE257D","WBNU","F",120,-13.2777777777778
2019-02-16,"0700EE257D","WBNU","F",115,-16.7222222222222
2019-02-17,"0700EE257D","WBNU","F",109,-10
2019-02-18,"0700EE257D","WBNU","F",135,-13.2777777777778
2019-02-19,"0700EE257D","WBNU","F",144,-16.1111111111111
2019-02-20,"0700EE257D","WBNU","F",88,-9.38888888888889
2019-02-21,"0700EE257D","WBNU","F",71,-18.8888888888889
2019-02-22,"0700EE257D","WBNU","F",194,-6.72222222222222
2019-02-23,"0700EE257D","WBNU","F",85,-5
2019-02-24,"0700EE257D","WBNU","F",82,-17.7777777777778
2019-02-25,"0700EE257D","WBNU","F",147,-21.7222222222222
2019-02-26,"0700EE257D","WBNU","F",179,-16.1111111111111
2019-02-27,"0700EE257D","WBNU","F",109,-15.6111111111111
2019-02-28,"0700EE257D","WBNU","F",241,-13.8888888888889
2019-03-01,"0700EE257D","WBNU","F",126,-12.7777777777778
2019-03-02,"0700EE257D","WBNU","F",71,-13.2777777777778
2019-03-03,"0700EE257D","WBNU","F",123,-21.1111111111111
2019-03-04,"0700EE257D","WBNU","F",134,-22.2222222222222
2019-03-05,"0700EE257D","WBNU","F",125,-13.2777777777778
2019-03-06,"0700EE257D","WBNU","F",128,-17.2222222222222
2019-03-07,"0700EE257D","WBNU","F",91,-3.88888888888889
2019-03-08,"0700EE257D","WBNU","F",78,-11.7222222222222
2019-01-26,"0700EE27B1","DOWO","F",22,-6.72222222222222
2019-01-27,"0700EE27B1","DOWO","F",84,-6.72222222222222
2019-01-28,"0700EE27B1","DOWO","F",66,-10.6111111111111
2019-01-29,"0700EE27B1","DOWO","F",63,-18.8888888888889
2019-01-30,"0700EE27B1","DOWO","F",156,-22.2222222222222
2019-01-31,"0700EE27B1","DOWO","F",39,-17.7777777777778
2019-02-01,"0700EE27B1","DOWO","F",30,-11.7222222222222
2019-02-04,"0700EE27B1","DOWO","F",27,-12.2222222222222
2019-02-05,"0700EE27B1","DOWO","F",106,-13.2777777777778
2019-02-06,"0700EE27B1","DOWO","F",111,-13.2777777777778
2019-02-07,"0700EE27B1","DOWO","F",87,-15.6111111111111
2019-02-09,"0700EE27B1","DOWO","F",65,-12.2222222222222
2019-02-10,"0700EE27B1","DOWO","F",133,-3.27777777777778
2019-02-11,"0700EE27B1","DOWO","F",105,-3.27777777777778
2019-02-12,"0700EE27B1","DOWO","F",73,-8.27777777777778
2019-02-13,"0700EE27B1","DOWO","F",96,-9.38888888888889
2019-02-14,"0700EE27B1","DOWO","F",67,-11.7222222222222
2019-02-15,"0700EE27B1","DOWO","F",89,-13.2777777777778
2019-02-16,"0700EE27B1","DOWO","F",130,-16.7222222222222
2019-02-17,"0700EE27B1","DOWO","F",159,-10
2019-02-18,"0700EE27B1","DOWO","F",35,-13.2777777777778
2019-02-19,"0700EE27B1","DOWO","F",43,-16.1111111111111
2019-02-20,"0700EE27B1","DOWO","F",51,-9.38888888888889
2019-02-21,"0700EE27B1","DOWO","F",93,-18.8888888888889
2019-02-22,"0700EE27B1","DOWO","F",81,-6.72222222222222
2019-02-23,"0700EE27B1","DOWO","F",144,-5
2019-02-24,"0700EE27B1","DOWO","F",47,-17.7777777777778
2019-02-25,"0700EE27B1","DOWO","F",191,-21.7222222222222
2019-02-26,"0700EE27B1","DOWO","F",193,-16.1111111111111
2019-02-27,"0700EE27B1","DOWO","F",180,-15.6111111111111
2019-02-28,"0700EE27B1","DOWO","F",128,-13.8888888888889
2019-03-01,"0700EE27B1","DOWO","F",165,-12.7777777777778
2019-03-02,"0700EE27B1","DOWO","F",138,-13.2777777777778
2019-03-03,"0700EE27B1","DOWO","F",237,-21.1111111111111
